zip,city,lat,long
151,PITTSBRGH PA ,40.440625,-79.995886
152,PITTSBRGH PA  ,40.440625,-79.995886
153,PITTSBRGH PA ,40.440625,-79.995886
154,PITTSBRGH PA ,40.440625,-79.995886
155,JOHNSTON PA ,40.326741,-78.92197
156,GREENSBRG PA ,40.301458,-79.538929
157,JOHNSTON PA ,40.326741,-78.92197
158,DBOIS PA ,41.121012,-78.758326
159,JOHNSTON PA ,40.326741,-78.92197
160,NEW CASTLE PA ,41.003672,-80.347009
161,NEW CASTLE PA ,41.003672,-80.347009
162,NEW CASTLE PA ,41.003672,-80.347009
163,OIL CITY PA ,41.433948,-79.706441
164,ERIE PA ,42.129224,-80.085059
165,ERIE PA  ,42.129224,-80.085059
166,ALTOONA PA ,40.518681,-78.394736
167,BRADFORD PA ,41.956495,-78.649163
168,ALTOONA PA ,40.518681,-78.394736
169,WILLIAMSPORT PA ,41.24119,-77.001079
170,HARRISBRG PA ,40.273191,-76.886701
171,HARRISBRG PA  ,40.273191,-76.886701
172,HARRISBRG PA ,40.273191,-76.886701
173,LANCASTER PA ,40.037876,-76.305514
174,YORK PA  ,39.962598,-76.727745
175,LANCASTER PA ,40.037876,-76.305514
176,LANCASTER PA  ,40.037876,-76.305514
177,WILLIAMSPORT PA ,41.24119,-77.001079
178,HARRISBRG PA ,40.273191,-76.886701
179,READING PA ,40.335648,-75.926875
180,LEHIGH VALLEY PA ,40.654476,-75.438567
181,ALLENTOWN PA  ,40.608431,-75.490183
182,WILKES BARRE PA ,41.245915,-75.881307
183,LEHIGH VALLEY PA ,40.654476,-75.438567
184,SCRANTON PA ,41.408969,-75.662412
185,SCRANTON PA  ,41.408969,-75.662412
186,WILKES BARRE PA ,41.245915,-75.881307
187,WILKES BARRE PA   ,41.245915,-75.881307
188,SCRANTON PA ,41.408969,-75.662412
189,SOTHEASTERN PA ,40.070275,-75.427758
190,PHILADELPHIA PA ,39.952584,-75.165222
191,PHILADELPHIA PA  ,39.952584,-75.165222
192,PHILADELPHIA PA ,39.952584,-75.165222
193,SOTHEASTERN PA ,40.070275,-75.427758
194,SOTHEASTERN PA ,40.070275,-75.427758
195,READING PA ,40.335648,-75.926875
196,READING PA  ,40.335648,-75.926875
197,WILMINGTON DE ,39.739072,-75.539788
198,WILMINGTON DE  ,39.739072,-75.539788
199,WILMINGTON DE ,39.739072,-75.539788
200,WASHINGTON DC  ,38.907192,-77.036871
201,DLLES VA ,38.955855,-77.447819
202,WASHINGTON DC ,38.907192,-77.036871
203,WASHINGTON DC ,38.907192,-77.036871
204,WASHINGTON DC ,38.907192,-77.036871
205,WASHINGTON DC ,38.907192,-77.036871
206,SOTHERN MD ,38.359907,-76.443318
207,SOTHERN MD ,38.359907,-76.443318
208,SBRBAN MD ,39.076659,-76.82721
209,SILVER SPRING DE  ,38.698009,-75.07575
210,LINTHICM MD ,39.251161,-76.993527
211,LINTHICM MD ,39.251161,-76.993527
212,BALTIMORE MD  ,39.290385,-76.612189
214,ANNAPOLIS MD  ,38.978445,-76.492183
215,CMBERLAND MD ,39.652865,-78.762518
216,EASTERN SHORE MD ,39.324325,-76.447499
217,FREDERICK MD ,39.414269,-77.410541
218,SALISBRY MD ,38.360674,-75.599369
219,BALTIMORE MD ,39.290385,-76.612189
220,NORTHERN VA ,37.223232,-81.449872
221,NORTHERN VA ,37.223232,-81.449872
222,ARLINGTON VA  ,38.87997,-77.10677
223,ALEXANDRIA VA  ,38.804836,-77.046921
224,RICHMOND VA ,37.540725,-77.436048
225,RICHMOND VA ,37.540725,-77.436048
226,WINCHESTER VA ,39.18566,-78.163334
227,CLPEPER VA ,38.472963,-77.996251
228,CHAROLOTTESVLE VA ,38.029306,-78.476678
229,CHAROLOTTESVLE VA ,38.029306,-78.476678
230,RICHMOND VA ,37.540725,-77.436048
231,RICHMOND VA ,37.540725,-77.436048
232,RICHMOND VA ,37.540725,-77.436048
233,NORFOLK VA ,36.850769,-76.285873
234,NORFOLK VA ,36.850769,-76.285873
235,NORFOLK VA  ,36.850769,-76.285873
236,NORFOLK VA ,36.850769,-76.285873
237,PORTSMOTH VA  ,36.835426,-76.298274
238,RICHMOND VA ,37.540725,-77.436048
239,FARMVILLE VA ,37.302097,-78.39194
240,ROANOKE VA ,37.27097,-79.941427
241,ROANOKE VA ,37.27097,-79.941427
242,BRISTOL VA ,36.595141,-82.188809
243,ROANOKE VA ,37.27097,-79.941427
244,CHAROLOTTESVLE VA ,38.029306,-78.476678
245,LYNCHBRG VA ,37.413754,-79.142246
246,BLEFIELD WV ,37.26984,-81.22232
247,BLEFIELD WV ,37.26984,-81.22232
248,BLEFIELD WV ,37.26984,-81.22232
249,LEWISBRG WV ,37.801788,-80.44563
250,CHARLESTON WV ,38.34982,-81.632623
251,CHARLESTON WV ,38.34982,-81.632623
252,CHARLESTON WV ,38.34982,-81.632623
253,CHARLESTON WV  ,38.34982,-81.632623
254,MARTINSBRG WV ,39.45621,-77.963887
255,HNTINGTON WV ,38.41925,-82.445154
256,HNTINGTON WV ,38.41925,-82.445154
257,HNTINGTON WV  ,38.41925,-82.445154
258,BECKLEY WV ,37.77817,-81.188156
259,BECKLEY WV ,37.77817,-81.188156
260,WHEELING WV ,40.063962,-80.720915
261,PARKERSBRG WV ,39.266742,-81.561513
262,CLARKSBRG WV ,39.280645,-80.344534
263,CLARKSBRG WV ,39.280645,-80.344534
264,CLARKSBRG WV ,39.280645,-80.344534
265,CLARKSBRG WV ,39.280645,-80.344534
266,GASSAWAY WV ,38.673154,-80.774822
267,CMBERLAND MD ,39.652865,-78.762518
268,PETERSBRG WV ,38.99261,-79.123924
270,GREENSBORO NC ,36.072635,-79.791975
271,WINSTON-SALEM NC  ,36.09986,-80.244216
272,GREENSBORO NC ,36.072635,-79.791975
273,GREENSBORO NC ,36.072635,-79.791975
274,GREENSBORO NC  ,36.072635,-79.791975
275,RALEIGH NC ,35.77959,-78.638179
276,RALEIGH NC  ,35.77959,-78.638179
277,DRHAM NC  ,35.994033,-78.898619
278,ROCKY MONT NC ,35.93821,-77.790534
279,ROCKY MONT NC ,35.93821,-77.790534
280,CHARLOTTE NC ,35.227087,-80.843127
281,CHARLOTTE NC ,35.227087,-80.843127
282,CHARLOTTE NC  ,35.227087,-80.843127
283,FAYETTEVILLE NC ,35.052664,-78.878358
284,FAYETTEVILLE NC ,35.052664,-78.878358
285,KINSTON NC ,35.262664,-77.581635
286,HICLORY NC ,35.734454,-81.344457
287,ASHEVILLE NC ,35.595058,-82.551487
288,ASHEVILLE NC  ,35.595058,-82.551487
289,ASHEVILLE NC ,35.595058,-82.551487
290,COLMBIA SC ,34.00071,-81.034814
291,COLMBIA SC ,34.00071,-81.034814
292,COLMBIA SC  ,34.00071,-81.034814
293,GREENVILLE SC ,34.852618,-82.39401
294,CHARLESTON SC ,32.776475,-79.931051
295,FLORENCE SC ,34.195433,-79.762562
296,GREENVILLE SC ,34.852618,-82.39401
297,CHARLOTTE NC ,35.227087,-80.843127
298,AGSTA GA ,33.473498,-82.010515
299,SAVANNAH GA ,32.083541,-81.099834
300,NORTH METRO GA ,33.979796,-84.149184
301,NORTH METRO GA ,33.979796,-84.149184
302,ATLANTA GA ,33.748995,-84.387982
303,ATLANTA GA  ,33.748995,-84.387982
304,SWAINSBORO GA ,32.597386,-82.333738
305,ATHENS GA ,33.951935,-83.357567
306,ATHENS GA ,33.951935,-83.357567
307,CHATTANOOGA TN ,35.04563,-85.30968
308,AGSTA GA ,33.473498,-82.010515
309,AGSTA GA  ,33.473498,-82.010515
310,MACON GA ,32.840695,-83.632402
311,ATLANTA GA  ,33.748995,-84.387982
312,MACON GA  ,32.840695,-83.632402
313,SAVANNAH GA ,32.083541,-81.099834
314,SAVANNAH GA  ,32.083541,-81.099834
315,WAYCROSS GA ,31.213551,-82.354018
316,VALDOSTA GA ,30.832702,-83.278485
317,ALBANY GA ,31.578507,-84.155741
318,COLMBS GA ,32.460976,-84.987709
319,COLMBS GA  ,32.460976,-84.987709
320,JACKSONVILLE FL ,30.332184,-81.655651
321,DAYTONA BEACH FL ,29.210815,-81.022833
322,JACKSONVILLE GA  ,31.812684,-82.979036
323,TALLAHASSEE FL ,30.438256,-84.280733
324,PANAMA CITY FL ,30.158813,-85.660206
325,PENSACOLA FL ,30.421309,-87.216915
326,GAINSVILLE FL ,29.651634,-82.324826
327,MIC-FLORIDA FL ,28.413029,-81.367974
328,ORLANDO FL  ,28.538336,-81.379236
329,ORLANDO FL ,28.538336,-81.379236
330,SOTH FLORIDA FL ,27.664827,-81.515754
331,MIAMI FL  ,25.76168,-80.19179
332,MIAMI FL  ,25.76168,-80.19179
333,FT LADERDALE FL  ,26.122439,-80.137317
334,WEST PALM BEACH FL ,26.715342,-80.053375
335,TAMPA FL ,27.950575,-82.457178
336,TAMPA FL  ,27.950575,-82.457178
337,ST PETERSBRG FL ,27.773056,-82.64
338,LAKELAND FL ,28.039465,-81.949804
339,FT MYERS FL ,26.640628,-81.872308
341,FT MYERS FL ,26.640628,-81.872308
342,MANASOTA FL ,27.015337,-82.402596
344,GAINSVILLE FL ,29.651634,-82.324826
346,TAMPA FL ,27.950575,-82.457178
347,ORLANDO FL ,28.538336,-81.379236
349,WEST PALM BEACH FL ,26.715342,-80.053375
350,BIRMINGHAM AL ,33.520661,-86.80249
351,BIRMINGHAM AL ,33.520661,-86.80249
352,BIRMINGHAM AL  ,33.520661,-86.80249
354,TSCALOOSA AL ,33.209841,-87.569173
355,BIRMINGHAM AL ,33.520661,-86.80249
356,HNTSVILLE AL ,34.730369,-86.586104
357,HNTSVILLE AL ,34.730369,-86.586104
358,HNTSVILLE AL  ,34.730369,-86.586104
359,BIRMINGHAM AL ,33.520661,-86.80249
360,MONTGOMERY AL ,32.366805,-86.299969
361,MONTGOMERY AL  ,32.366805,-86.299969
362,ANNISTON AL ,33.659826,-85.831632
363,DOTHAN AL ,31.223231,-85.390489
364,EVERGREEN AL ,31.434191,-86.954592
365,MOBILE AL ,30.695366,-88.039891
366,MOBILE AL  ,30.695366,-88.039891
367,MONTGOMERY AL ,32.366805,-86.299969
368,MONTGOMERY AL ,32.366805,-86.299969
369,MERIDIAN MS ,32.36431,-88.703656
370,NASHVILLE TN ,36.162664,-86.781602
371,NASHVILLE TN ,36.162664,-86.781602
372,NASHVILLE TN  ,36.162664,-86.781602
373,CHATTANOOGA TN ,35.04563,-85.30968
374,CHATTANOOGA TN  ,35.04563,-85.30968
375,MEMPHIS TN ,35.149534,-90.04898
376,JOHNSON CITY TN ,36.31344,-82.353473
377,KNOXVILLE TN ,35.960638,-83.920739
378,KNOXVILLE TN ,35.960638,-83.920739
379,KNOXVILLE TN  ,35.960638,-83.920739
380,MEMPHIS TN ,35.149534,-90.04898
381,MEMPHIS TN  ,35.149534,-90.04898
382,MCKENZIE TN ,36.132562,-88.518664
383,JACKSON TN ,35.614517,-88.813947
384,COLMBIA TN ,35.615072,-87.035283
385,COOKEVILLE TX ,36.183453,-85.501483
386,MEMPHIS TN ,35.149534,-90.04898
387,GREENVILLE MS ,33.399661,-91.037703
388,TPELO MS ,34.257607,-88.703386
389,GRENADA MS ,33.769005,-89.808419
390,JACKSON MS ,32.298757,-90.18481
391,JACKSON MS ,32.298757,-90.18481
392,JACKSON MS  ,32.298757,-90.18481
393,MERIDIAN MS ,32.36431,-88.703656
394,HATTIESBRG MS ,31.327119,-89.290339
395,GLFPORT MS ,30.36742,-89.092816
396,MCCOMB MS ,31.243787,-90.453153
397,COLMBS MS ,33.495674,-88.427263
399,ATLANTA GA ,33.748995,-84.387982
400,LOISVILLE KY ,38.252665,-85.758456
401,LOISVILLE KY ,38.252665,-85.758456
402,LOISVILLE KY  ,38.252665,-85.758456
403,LEXINGTON KY ,38.040584,-84.503716
404,LEXINGTON KY ,38.040584,-84.503716
405,LEXINGTON KY  ,38.040584,-84.503716
406,FRANKFORT KY  ,38.200906,-84.873284
407,LONDON KY ,37.128977,-84.083265
408,LONDON KY ,37.128977,-84.083265
409,LONDON KY ,37.128977,-84.083265
410,CINCINNATI OH ,39.103118,-84.51202
411,ASHLAND KY ,38.478414,-82.637939
412,ASHLAND KY ,38.478414,-82.637939
413,CAMPTON KY ,37.734253,-83.547409
414,CAMPTON KY ,37.734253,-83.547409
415,PIKEVILLE KY ,37.479267,-82.518763
416,PIKEVILLE KY ,37.479267,-82.518763
417,HAZARD KY ,37.24954,-83.193228
418,HAZARD KY ,37.24954,-83.193228
420,PADCAH KY ,37.083389,-88.600048
421,BOWLING GREEN KY ,36.968522,-86.480804
422,BOWLING GREEN KY ,36.968522,-86.480804
423,OWENSBORO KY ,37.771907,-87.111168
424,EVEANVILLE  KY ,37.971559,-87.57109
425,SOMERSET KY ,37.092022,-84.604108
426,SOMERSET KY ,37.092022,-84.604108
427,ELIZABETHTOWN KY ,37.703065,-85.864941
430,COLMBS OH ,39.961176,-82.998794
431,COLMBS OH ,39.961176,-82.998794
432,COLMBS OH  ,39.961176,-82.998794
433,COLMBS OH ,39.961176,-82.998794
434,TOLEDO OH ,41.663938,-83.555212
435,TOLEDO OH ,41.663938,-83.555212
436,TOLEDO OH  ,41.663938,-83.555212
437,ZANESVILLE OH ,39.940345,-82.013192
438,ZANESVILLE  OH ,39.940345,-82.013192
439,STEBENVILLE OH ,40.369791,-80.633964
440,CLEVELAND OH ,41.49932,-81.694361
441,CLEVELAND OH  ,41.49932,-81.694361
442,AKRON OH ,41.081445,-81.519005
443,AKRON OH  ,41.081445,-81.519005
444,YONGSTOWN OH ,41.09978,-80.649519
445,YONGSTOWN OH  ,41.09978,-80.649519
446,CANTON OH ,40.798947,-81.378447
447,CANTON OH  ,40.798947,-81.378447
448,MANSFIELD OH ,40.75839,-82.515447
449,MANSFIELD OH  ,40.75839,-82.515447
450,CINCINNATI OH ,39.103118,-84.51202
451,CINCINNATI OH ,39.103118,-84.51202
452,CINCINNATI OH  ,39.103118,-84.51202
453,DAYTON OH ,39.758948,-84.191607
454,DAYTON OH  ,39.758948,-84.191607
455,SPRINGFIELD OH  ,39.924227,-83.808817
456,CHILLICOTHE OH  ,39.33312,-82.982402
457,ATHENS OH ,39.32924,-82.101255
458,LIMA OH ,40.742551,-84.105226
459,CINCINNATI OH ,39.103118,-84.51202
460,INDIANAPOLIS IN ,39.768403,-86.158068
461,INDIANAPOLIS IN ,39.768403,-86.158068
462,INDIANAPOLIS IN  ,39.768403,-86.158068
463,GARY IN ,41.59337,-87.346427
464,GARY IN  ,41.59337,-87.346427
465,SOTH BEND IN ,41.676355,-86.25199
466,SOTH BEND IN  ,41.676355,-86.25199
467,FORT WAYNE IN ,41.079273,-85.139351
468,FORT WAYNE IN  ,41.079273,-85.139351
469,KOKOMO IN ,40.486427,-86.133603
470,CINCINNATI OH ,39.103118,-84.51202
471,LOISVILLE KY ,38.252665,-85.758456
472,COLMBS IN ,39.20144,-85.92138
473,MNCIE IN ,40.193377,-85.38636
474,BLOOMINGTON IN ,39.165325,-86.526386
475,WASHINGTON IN ,38.659215,-87.172789
476,EVANSVILLE IN ,37.971559,-87.57109
477,EVANSVILLE IN  ,37.971559,-87.57109
478,TERRE HATE IN ,39.466703,-87.413909
479,LAFAYETTE IN ,40.416702,-86.875287
480,ROYAL OAK MI ,42.48948,-83.144649
481,DETROIT MI ,42.331427,-83.045754
482,DETROIT MI  ,42.331427,-83.045754
483,ROYAL OAK MI ,42.48948,-83.144649
484,FLINT MI ,43.012527,-83.687456
485,FLINT MI  ,43.012527,-83.687456
486,SAGINAW MI ,43.41947,-83.950807
487,SAGINAW MI  ,43.41947,-83.950807
488,LANSING MI ,42.732535,-84.555535
489,LANSING MI  ,42.732535,-84.555535
490,KALAMAZOO MI ,42.291707,-85.587229
491,KALAMAZOO MI ,42.291707,-85.587229
492,JACKSON MI ,42.245869,-84.401346
493,GRAND RAPID MI ,42.96336,-85.668086
494,GRAND RAPID MI ,42.96336,-85.668086
495,GRAND RAPID MI  ,42.96336,-85.668086
496,TRAVERSE CITY MI ,44.763057,-85.620632
497,GAYLORD MI ,45.027513,-84.674752
498,IRON MONTAIN MI ,45.820233,-88.06596
499,IRON MONTAIN MI ,45.820233,-88.06596
500,DES MOINES IA ,41.600545,-93.609106
501,DES MOINES IA ,41.600545,-93.609106
502,DES MOINES IA ,41.600545,-93.609106
503,DES MOINES IA  ,41.600545,-93.609106
504,MASON CITY IA ,43.153573,-93.201037
505,FORT DODGE IA ,42.497469,-94.168016
506,WATERLOO IA ,42.492786,-92.342577
507,WATERLOO IA  ,42.492786,-92.342577
508,CRESTON IA ,41.0586,-94.361347
509,DES MOINES IA ,41.600545,-93.609106
510,SIOX CITY IA ,42.499994,-96.400307
511,SIOX CITY IA  ,42.499994,-96.400307
512,SHELDON IA ,43.181211,-95.856954
513,SPENCER IA ,43.145075,-95.144318
514,CARROLL IA ,42.065599,-94.867279
515,OMAHA NE ,41.252363,-95.997988
516,OMAHA NE ,41.252363,-95.997988
520,DEBQE IA ,42.500558,-90.664572
521,DECORAH IA ,43.303306,-91.785709
522,CEDAR RAPIDS IA ,41.97788,-91.665623
523,CEDAR RAPIDS IA ,41.97788,-91.665623
524,CEDAR RAPIDS IA  ,41.97788,-91.665623
525,OTTMWA IA ,41.016029,-92.408302
526,BRLINGTON IA ,40.807653,-91.11289
527,ROCK ISLAND IL ,41.509477,-90.578748
528,DAVENPORT IA ,41.523644,-90.577637
530,MILWAKEE WI ,43.038903,-87.906474
531,MILWAKEE WI ,43.038903,-87.906474
532,MILWAKEE WI  ,43.038903,-87.906474
534,RACINE WI  ,42.726131,-87.782852
535,MADISON WI ,43.073052,-89.40123
537,MADISON WI  ,43.073052,-89.40123
538,MADISON WI ,43.073052,-89.40123
539,PORTAGE WI ,43.539149,-89.46262
540,ST PAL MN ,44.953703,-93.089958
541,GREEN BAY WI ,44.519159,-88.019826
542,GREEN BAY WI ,44.519159,-88.019826
543,GREEN BAY WI  ,44.519159,-88.019826
544,WASA WI ,44.959135,-89.630122
545,RHINELANDER WI ,45.636623,-89.412075
546,LA CROSSE WI ,43.801356,-91.239581
547,EA CLAIRE WI ,44.811349,-91.498494
548,SPOONER WI ,45.822448,-91.889343
549,OSHKOSH WI ,44.024706,-88.542614
550,ST PAL MN ,44.953703,-93.089958
551,ST PAL MN  ,44.953703,-93.089958
553,MINNEAPOLIS MN ,44.977753,-93.265011
554,MINNEAPOLIS MN  ,44.977753,-93.265011
555,MINNEAPOLIS MN ,44.977753,-93.265011
556,DLTH MN ,46.786672,-92.100485
557,DLTH MN ,46.786672,-92.100485
558,DLTH MN  ,46.786672,-92.100485
559,ROCHESTER MN ,44.012122,-92.480199
560,MANKATO MN ,44.163578,-93.9994
561,MANKATO MN ,44.163578,-93.9994
562,WILLMAR MN ,45.122371,-95.048659
563,ST CLOD MN ,45.557945,-94.16324
564,BRAINERD MN ,46.352673,-94.202008
565,DETROIT LAKES MN ,46.817181,-95.845325
566,BEMIDJI MN ,47.487536,-94.885849
567,THIEF RIVER FALL MN ,48.067224,-96.179156
570,SIOX FALLS SD ,43.544596,-96.731103
571,SIOX FALLS SD   ,43.544596,-96.731103
572,DAKOTA CENTRAL SD ,44.386245,-98.220493
573,DAKOTA CENTAL SD ,44.386245,-98.220493
574,ABERDEEN SD ,45.464699,-98.486483
575,PIERRE SD ,44.368316,-100.350967
576,MOBRIDGE SD ,45.537216,-100.427913
577,RAPID CITY SD ,44.080543,-103.231015
580,FARGO ND ,46.877186,-96.789803
581,FARGO ND  ,46.877186,-96.789803
582,GRAND FORKS ND ,47.925257,-97.032855
583,DEVILS LAKE ND ,48.112779,-98.86512
584,JAMESTOWN ND ,46.910544,-98.708436
585,BISMARCK ND ,46.808327,-100.783739
586,DICKINSON ND ,46.879176,-102.789624
587,MINOT ND ,48.232967,-101.292291
588,WILLISTON ND ,48.146968,-103.617974
590,BILLINGS MT ,45.783286,-108.50069
591,BILLINGS MT  ,45.783286,-108.50069
592,WOLF POINT MT ,48.090574,-105.640557
593,MILES CITY MT ,46.408336,-105.840558
594,GREAT FALLS MT ,47.494184,-111.283345
595,HAVRE MT ,48.549999,-109.684089
596,HELENA MT ,46.588371,-112.024505
597,BTTE MT ,46.003823,-112.534778
598,MISSOLA MT ,46.878718,-113.996586
599,KALISPELL MT ,48.191989,-114.316813
600,PALATINE IL ,42.110304,-88.03424
601,CAROL STREAM IL ,41.912529,-88.134793
602,EVANSTON IL  ,42.045072,-87.687697
603,OAK PARK IL  ,41.885032,-87.784503
604,S SBRBAN IL ,41.567694,-87.697153
605,FOX VALLEY IL ,41.736677,-88.258373
606,CHICAGO IL  ,41.878114,-87.629798
607,CHICAGO IL ,41.878114,-87.629798
608,CHICAGO IL ,41.878114,-87.629798
609,KANKAKEE IL ,41.120033,-87.861153
610,ROCKFORD IL ,42.271131,-89.093995
611,ROCKFORD IL  ,42.271131,-89.093995
612,ROCK ISLAND IL ,41.509477,-90.578748
613,LA SALLE IL ,41.36215,-89.041825
614,GALESBRG IL ,40.947816,-90.371239
615,PEORIA IL ,40.693649,-89.588986
616,PEORIA IL  ,40.693649,-89.588986
617,BLOOMINGTON IL ,40.484203,-88.993687
